band	rfid	sex	first_access	first_ac_age	first_foxpro	first_fox_age	fox_chick	first_year	first_age	known_age	age2013	age2014	age2015	age2016	age2017	age2018	age2019	age2020
263113793			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113794			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113795			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113800			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113930			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113931			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113932			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114231			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114232			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114233			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114234			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114235			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114236			2015		2017	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114237			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114238			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114239			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114240			2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114241			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114242			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114243			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114244	041917ABF0		2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114245			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114246			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114247			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114248			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114249			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114250			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114251			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114252			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114253			2015		2017	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114254			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114255			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114256			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114257			2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114258			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114259			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114260			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114261			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114262			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114263			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114264			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114265			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146822			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146857			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125584			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125585			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125586			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125587			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125588			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113933			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113934			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113936			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113937			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113938			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113939			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113940			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113941			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113942			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113943			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113944			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113945			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113946			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113947	04198E1CB3		2015		2017	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113948			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113949			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113950			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113951			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113952			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113953			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113954			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113955			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113956			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113957			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113958			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113959			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113960			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114268			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114269			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114270			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114271			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114272			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114273			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114274			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114275			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114276			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114277			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114278			2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114279			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114280			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114281			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114282			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114283			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114284			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114285			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114286			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114287			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114288			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114289			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114290			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114291			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114292			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114293			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114294			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114297			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114298			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114300			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114416			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114417			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114418			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114419			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114420			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114421			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114422			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114423			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114424			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146858			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146859			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146860			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146861			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146862			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146863			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146864			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146865			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146866			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146867	041917C0C0		2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146868	041959A85E		2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146869			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159858			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159859			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159860			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159861			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159862			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159863			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159864			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159865			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159866			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159867			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159868			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159869			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159870			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159871	041917C16B		2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159872			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159873			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159874			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159875			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159876			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159877			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125583			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125589			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125590			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125591			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125592			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125593			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125594			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125595			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125596			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125597			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262125598			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113963			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113964			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113965			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113966			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113967			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146856	0419599C57		2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146870			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146871			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146872			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146873			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146874			2015		2015	HY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146875			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146876			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146877			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146878			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146879			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146880			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146881			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146882	041917B55B		2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146883	041959A7A7		2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146884			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113824			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113825			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113827			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113968			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113969			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113970			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113971			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113972			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113973			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113974			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113975			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113976			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113977			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113978			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113979			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113980			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113981			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113982			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113983			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113984			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113985			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113986			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113987			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114426			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114427			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114428			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114429			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114430			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114431			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114432			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114433			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114434			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114435			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114436			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114437			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114438			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114439			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114440			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114441			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146885			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146886			2015		2016	ASY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146887			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146888			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146889			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146890			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146891			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146892			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146893			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146894			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146895			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146896	0419597CD2		2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146897			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146898			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146899			2015		2016	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
185146900			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146922			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146923			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146924			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146925			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146926			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146927			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159878			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159879			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159880			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159881			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159882			2015		2017	AHY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159883			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159884			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159885			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159886			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113828			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113830			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113831			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113832			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113833			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113834			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113835			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113836			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113837			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113838			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113839			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113840			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113841			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113842			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113990			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113992			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114024			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114025			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114026			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114443			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114444			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114445			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114446			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114447			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114448			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114449			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114450			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123992			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123993			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123994			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123995			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123996			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159888			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159889			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159890			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159891			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159892			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159893			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159894			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159895			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159896			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159897			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159898			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159899			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
239159900			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240150199			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240150200			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240151399			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240151400			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113843			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113844			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113845			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113846			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113847			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113848			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113849			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113850			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113851			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113853			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113854			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113855			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113856			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113857			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113858			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113859			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113860			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113861			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113993			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113994			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113995			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113996			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113997			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113998			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114000			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114301			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114302			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114303			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114304			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114305			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114452			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114453			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114455			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114456			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114457			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114458			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
160119285			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
160119286			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
160119287			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
160119288			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
160119290			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191123999			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
191124000			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146928			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
232146930			2015	nestling			2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240151290			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
240151292			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126133			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126134			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126135			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126136			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126137			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126138			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126139			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126140			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126141			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126142			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126143			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126144			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126145			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126146			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126147			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126148			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126149			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126150			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126159			2015		2016	SY	2015	2015	0	yes	-2	-1	0	1	2	3	4	5
262126160			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113862			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113863			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263113864			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114307			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114308			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114309			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114310			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114311			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114312			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114313			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114314			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
263114315			2015				2015	2015	0	yes	-2	-1	0	1	2	3	4	5
